colYear,colMonth,DayOfMonths,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1992,11,6,5,2109,2105,2157,2147,US,1446,,48,42,0,10,4,CLT,AGS,140,0,0,0,,0,0,0,0,0,0
1997,3,20,4,1841,1841,1932,1926,CO,1711,N16894,51,45,36,6,0,AUS,IAH,140,7,8,0,,0,0,0,0,0,0
1997,4,1,2,2218,2220,2310,2302,CO,1727,N18835,52,42,34,8,-2,IAH,AUS,140,3,15,0,,0,0,0,0,0,0
1998,11,30,1,942,945,1037,1039,CO,1799,N14325,55,54,29,-2,-3,IAH,AUS,140,6,20,0,,0,0,0,0,0,0
2001,8,1,3,917,922,1016,1022,MQ,3509,-N383M,59,60,37,-6,-5,DFW,LAW,140,5,17,0,,0,0,0,0,0,0
2006,3,28,2,1600,1532,1656,1625,CO,341,N73278,56,53,28,31,28,IAH,AUS,140,5,23,0,,0,0,0,0,0,0
2007,3,4,7,1910,1920,2013,2022,CO,620,N77261,63,62,33,-9,-10,AUS,IAH,140,12,18,0,,0,0,0,0,0,0
2007,7,18,3,2313,2255,10,2350,CO,1561,N17344,57,55,32,20,18,IAH,AUS,140,11,14,0,,0,0,0,0,0,0
1989,8,21,1,1745,1745,1828,1832,DL,1120,,43,47,0,-4,0,PBI,MCO,142,0,0,0,,0,0,0,0,0,0
1992,11,11,3,2112,2111,2153,2157,UA,1457,,41,46,0,-4,1,MCO,PBI,142,0,0,0,,0,0,0,0,0,0
1997,7,18,5,1024,1030,1108,1120,DL,2417,N315DL,44,50,28,-12,-6,MCO,PBI,142,3,13,0,,0,0,0,0,0,0
1998,6,2,2,1439,1440,1529,1530,DL,2537,N326DL,50,50,36,-1,-1,MCO,PBI,142,3,11,0,,0,0,0,0,0,0
2008,8,28,4,1455,1453,1532,1543,OO,6610,N713SK,37,50,25,-11,2,DEN,HDN,142,3,9,0,,0,0,0,0,0,0
1988,3,31,4,655,655,741,735,DL,668,,46,40,0,6,0,AGS,ATL,143,0,0,0,,0,0,0,0,0,0
1997,4,4,5,2314,2300,2354,2342,DL,2004,N911DL,40,42,26,12,14,ATL,AGS,143,3,11,0,,0,0,0,0,0,0
2001,4,17,2,1219,1155,1310,1255,MQ,4507,-N234M,51,60,33,15,24,LGA,PVD,143,3,15,0,,0,0,0,0,0,0
2003,9,17,3,951,955,1044,1050,EV,4541,N841AS,53,55,32,-6,-4,AGS,ATL,143,8,13,0,,0,0,0,0,0,0
2004,6,14,1,2212,2110,2305,2205,EV,4225,N862AS,53,55,27,60,62,ATL,AGS,143,4,22,0,,0,0,0,0,0,0
1995,8,31,4,1458,1500,1540,1544,NW,1435,N985US,42,44,26,-4,-2,MSP,DLH,144,5,11,0,,0,0,0,0,0,0
2005,12,4,7,1630,1618,1718,1708,EV,4285,N840AS,48,50,25,10,12,ATL,ABY,146,5,18,0,,0,0,0,0,0,0
2006,1,19,4,1415,1418,1509,1517,EV,4287,N846AS,54,59,38,-8,-3,ABY,ATL,146,8,8,0,,0,0,0,0,0,0
2006,3,12,7,1441,1400,1516,1459,EV,4287,N917EV,35,59,28,17,41,ABY,ATL,146,5,2,0,,0,0,0,0,0,0
1992,2,18,2,1718,1715,1854,1855,DL,1182,,36,40,0,-1,3,MGM,ATL,147,0,0,0,,0,0,0,0,0,0
1997,3,4,2,1159,1205,1144,1153,DL,2183,N327DL,45,48,27,-9,-6,ATL,MGM,147,3,15,0,,0,0,0,0,0,0
2007,5,14,1,1855,1850,1903,1852,EV,4125,N642AS,68,62,42,11,5,ATL,MGM,147,3,23,0,,0,0,0,0,0,0
2008,1,28,1,1858,1858,1904,1905,EV,4222,N643AS,66,67,43,-1,0,ATL,MGM,147,3,20,0,,0,0,0,0,0,0
1995,5,23,2,730,730,815,815,WN,631,N358,45,45,34,0,0,HOU,AUS,148,3,8,0,,0,0,0,0,0,0
1999,9,24,5,1749,1750,1832,1837,AA,1454,N459AA,43,47,31,-5,-1,AUS,HOU,148,6,6,0,,0,0,0,0,0,0
2000,8,31,4,920,920,1004,1005,WN,285,N624,44,45,34,-1,0,AUS,HOU,148,3,7,0,,0,0,0,0,0,0
2003,2,19,3,630,630,710,715,WN,620,N396,40,45,30,-5,0,AUS,HOU,148,5,5,0,,0,0,0,0,0,0
1987,10,12,1,2115,2057,2059,2041,EA,1644,,44,44,0,18,18,ATL,HSV,151,0,0,0,,0,0,0,0,0,0
1995,5,17,3,2058,2055,2047,2048,DL,1799,N2822W,49,53,31,-1,3,ATL,HSV,151,6,12,0,,0,0,0,0,0,0
1996,6,3,1,923,920,1106,1109,DL,746,N536DA,43,49,30,-3,3,HSV,ATL,151,6,7,0,,0,0,0,0,0,0
2005,1,18,2,1839,1845,2051,2045,DL,1814,N957DL,72,60,34,6,-6,HSV,ATL,151,10,28,0,,0,0,0,0,0,0
1999,3,4,4,1940,1940,2028,2041,DL,1553,N292WA,48,61,34,-13,0,TYS,ATL,152,3,11,0,,0,0,0,0,0,0
2007,2,9,5,2250,2250,2341,2337,EV,4203,N755EV,51,47,27,4,0,ATL,TYS,152,2,22,0,,0,0,0,0,0,0
1993,7,18,7,1514,1505,1558,1550,DL,1581,,44,45,0,8,9,GSP,ATL,153,0,0,0,,0,0,0,0,0,0
1996,1,23,2,637,635,725,726,DL,1868,N964DL,48,51,31,-1,2,GSP,ATL,153,8,9,0,,0,0,0,0,0,0
1998,7,7,2,2126,2135,2207,2227,DL,829,N931DL,41,52,27,-20,-9,GSP,ATL,153,6,8,0,,0,0,0,0,0,0
1999,12,29,3,1925,1930,2014,2034,DL,1044,N926DL,49,64,32,-20,-5,GSP,ATL,153,7,10,0,,0,0,0,0,0,0
2003,7,29,2,2216,2216,2315,2310,OO,6489,N593SW,59,54,37,5,0,SFO,CIC,153,3,19,0,,0,0,0,0,0,0
2005,7,17,7,1337,1306,1422,1359,DL,1116,N963DL,45,53,30,23,31,ATL,GSP,153,3,12,0,,0,0,0,0,0,0
1995,9,27,3,929,930,1032,1015,US,25,N275AU,63,45,36,17,-1,ROA,CLT,155,9,18,0,,0,0,0,0,0,0
2000,6,10,6,1659,1700,1749,1752,US,1618,N804US,50,52,32,-3,-1,CLT,ROA,155,5,13,0,,0,0,0,0,0,0
2002,1,4,5,1855,1900,1948,2004,NW,1751,N89325,53,64,33,-16,-5,DTW,CMH,155,5,15,0,,0,0,0,0,0,0
2003,2,19,3,1118,1125,1224,1232,MQ,3278,N339MQ,66,67,45,-8,-7,SBP,LAX,155,4,17,0,,0,0,0,0,0,0
2005,8,20,6,829,830,951,933,OO,6159,N296SW,82,63,51,18,-1,SBP,LAX,155,10,21,0,,0,0,0,0,0,0
2006,7,7,5,655,700,823,811,MQ,3002,N391AE,88,71,47,12,-5,SBP,LAX,155,4,37,0,,0,0,0,0,0,0
2008,2,6,3,1147,1150,1310,1255,9E,5859,89079E,83,65,41,15,-3,CMH,DTW,155,30,12,0,,0,0,0,0,0,0
1991,12,20,5,2153,2140,2233,2228,US,1070,,40,48,0,5,13,CLT,MYR,156,0,0,0,,0,0,0,0,0,0
1999,8,4,3,1513,1510,1554,1558,US,2125,N531AU,41,48,27,-4,3,MYR,CLT,156,3,11,0,,0,0,0,0,0,0
2003,4,22,2,1422,1425,1520,1518,US,565,N779AU,58,53,35,2,-3,CLT,MYR,156,3,20,0,,0,0,0,0,0,0
2003,9,11,4,1208,1215,1258,1305,US,649,N432US,50,50,36,-7,-7,MYR,CLT,156,3,11,0,,0,0,0,0,0,0
2004,5,2,7,1500,1509,1615,1615,DH,7399,N652BR,75,66,42,0,-9,FWA,ORD,157,14,19,0,,0,0,0,0,0,0
2006,4,13,4,1346,1346,1510,1447,YV,7224,N859MJ,84,61,38,23,0,ORF,IAD,157,40,6,0,,0,0,0,0,0,0
2007,6,25,1,555,600,557,559,YV,7225,N27173,62,59,42,-2,-5,FWA,ORD,157,5,15,0,,0,0,0,0,0,0
2008,9,24,3,1009,1020,1059,1126,YV,7322,N518LR,50,66,37,-27,-11,ORF,IAD,157,5,8,0,,0,0,0,0,0,0
2004,9,7,2,1613,1620,1704,1717,OO,6203,N292UX,51,57,37,-13,-7,SFO,FAT,158,2,12,0,,0,0,0,0,0,0
2004,11,28,7,1816,1821,1912,1919,OO,6205,N227SW,56,58,34,-7,-5,SFO,FAT,158,3,19,0,,0,0,0,0,0,0
1988,12,24,6,2147,1935,2230,2024,PI,1247,,43,49,0,126,132,BWI,ORF,159,0,0,0,,0,0,0,0,0,0
1988,10,4,2,2037,1955,2119,2035,PI,1641,,42,40,0,44,42,ORF,RDU,160,0,0,0,,0,0,0,0,0,0
1992,4,3,5,855,855,952,947,HP,1500,,57,52,0,5,0,YUM,PHX,160,0,0,0,,0,0,0,0,0,0
1992,9,2,3,1708,1708,1806,1800,HP,1067,,58,52,0,6,0,YUM,PHX,160,0,0,0,,0,0,0,0,0,0
2004,12,29,3,1648,1650,1740,1750,XE,2968,N14162,52,60,32,-10,-2,EWR,PVD,160,4,16,0,,0,0,0,0,0,0
2005,5,16,1,650,700,759,805,CO,260,N32626,69,65,52,-6,-10,PVD,EWR,160,6,11,0,,0,0,0,0,0,0
2005,7,22,5,652,700,758,807,CO,1484,N17245,66,67,47,-9,-8,PVD,EWR,160,8,11,0,,0,0,0,0,0,0
1991,4,26,5,1054,1055,1136,1140,US,1581,,42,45,0,-4,-1,DAY,CAK,162,0,0,0,,0,0,0,0,0,0
1994,1,24,1,730,730,919,915,WN,1449,,49,45,0,4,0,MDW,IND,162,0,0,0,,0,0,0,0,0,0
2000,8,20,7,1528,1520,1628,1605,WN,2053,N722,60,45,32,23,8,MDW,IND,162,8,20,0,,0,0,0,0,0,0
1989,2,3,5,1639,1600,1715,1641,UA,495,,36,41,0,34,39,CAE,GSO,163,0,0,0,,0,0,0,0,0,0
2001,2,20,2,1520,1515,1558,1553,AQ,271,-N810A,38,38,30,5,5,KOA,HNL,163,4,4,0,,0,0,0,0,0,0
2001,3,23,5,1521,1515,1559,1553,AQ,271,-N804A,38,38,29,6,6,KOA,HNL,163,3,6,0,,0,0,0,0,0,0
2007,12,30,7,802,805,849,845,AQ,269,N823AL,47,40,35,4,-3,KOA,HNL,163,3,9,0,,0,0,0,0,0,0
2008,6,7,6,2238,2253,2313,2335,HA,367,N478HA,35,42,25,-22,-15,KOA,HNL,163,5,5,0,,0,0,0,0,0,0
1990,2,4,7,659,700,736,742,US,164,,37,42,0,-6,-1,CRW,PIT,164,0,0,0,,0,0,0,0,0,0
1993,12,10,5,1208,1204,1259,1250,DL,1016,,51,46,0,9,4,ATL,AVL,164,0,0,0,,0,0,0,0,0,0
1995,11,7,2,1231,1230,1315,1317,US,780,N929VJ,44,47,35,-2,1,CRW,PIT,164,4,5,0,,0,0,0,0,0,0
1996,9,14,6,1729,1730,1810,1815,US,671,N231US,41,45,29,-5,-1,PIT,CRW,164,3,9,0,,0,0,0,0,0,0
2006,1,2,1,723,728,824,840,MQ,3218,N373AE,61,72,46,-16,-5,CLL,DFW,164,7,8,0,,0,0,0,0,0,0
2006,4,6,4,549,550,657,648,XE,3197,N14148,68,58,40,9,-1,GRK,IAH,166,5,23,0,,0,0,0,0,0,0
1991,9,26,4,1240,1235,1335,1326,US,479,,55,51,0,9,5,CLT,CHS,168,0,0,0,,0,0,0,0,0,0
1996,5,8,3,856,855,956,947,US,1071,N587US,60,52,33,9,1,CLT,CHS,168,4,23,0,,0,0,0,0,0,0
1996,7,22,1,1358,1330,1502,1415,US,687,N504AU,64,45,32,47,28,CLT,CHS,168,3,29,0,,0,0,0,0,0,0
2008,9,3,3,730,735,820,827,US,1440,N591US,50,52,35,-7,-5,CHS,CLT,168,5,10,0,,0,0,0,0,0,0
1988,4,5,2,1425,1425,1520,1525,PI,457,,55,60,0,-5,0,EWR,BWI,169,0,0,0,,0,0,0,0,0,0
1988,12,17,6,2000,2000,2111,2105,PI,1897,,71,65,0,6,0,EWR,BWI,169,0,0,0,,0,0,0,0,0,0
1991,10,4,5,723,720,826,818,US,1465,,63,58,0,8,3,EWR,BWI,169,0,0,0,,0,0,0,0,0,0
1994,6,11,6,1829,1805,1922,1911,CO,1633,,53,66,0,11,24,EWR,BWI,169,0,0,0,,0,0,0,0,0,0
2004,6,30,3,1424,1330,1514,1429,XE,2311,N14920,50,59,32,45,54,EWR,BWI,169,5,13,0,,0,0,0,0,0,0
2005,8,1,1,1342,1345,1527,1441,XE,2403,N12552,105,56,32,46,-3,BWI,EWR,169,28,45,0,,0,0,0,0,0,0
2006,12,28,4,1725,1730,1822,1844,XE,2491,N14940,57,74,39,-22,-5,BWI,EWR,169,5,13,0,,0,0,0,0,0,0
1988,9,13,2,905,905,955,952,CO,263,,50,47,0,3,0,CLE,LAN,170,0,0,0,,0,0,0,0,0,0
2004,7,22,4,1657,1751,1810,1805,EV,4167,N640AS,133,74,42,5,-54,ATL,DHN,171,3,88,0,,0,0,0,0,0,0
2008,8,13,3,1617,1631,1723,1736,OO,5712,N569SW,66,65,49,-13,-14,PSP,LAS,173,8,9,0,,0,0,0,0,0,0
2004,10,15,5,1341,1321,1429,1414,MQ,4181,N648AE,48,53,32,15,20,ORD,GRB,174,4,12,0,,0,0,0,0,0,0
1988,3,4,5,1202,1210,1252,1255,PI,928,,50,45,0,-3,-8,BTV,SYR,175,0,0,0,,0,0,0,0,0,0
1989,3,11,6,935,935,1021,1025,DL,627,,46,50,0,-4,0,OKC,DFW,175,0,0,0,,0,0,0,0,0,0
1990,9,26,3,1505,1505,1551,1553,DL,1139,,46,48,0,-2,0,OKC,DFW,175,0,0,0,,0,0,0,0,0,0
1991,3,12,2,1244,1243,1337,1343,AA,1060,,53,60,0,-6,1,OKC,DFW,175,0,0,0,,0,0,0,0,0,0
1991,8,30,5,1130,1058,1217,1153,AA,1455,,47,55,0,24,32,DFW,OKC,175,0,0,0,,0,0,0,0,0,0
1994,5,21,6,1526,1528,1623,1631,AA,1073,,57,63,0,-8,-2,OKC,DFW,175,0,0,0,,0,0,0,0,0,0
1999,7,30,5,2222,2212,2310,2309,AA,421,N526AA,48,57,33,1,10,DFW,OKC,175,6,9,0,,0,0,0,0,0,0
2004,3,1,1,1101,1100,1150,1200,OO,3611,N186SW,49,60,36,-10,1,SLC,TWF,175,4,9,0,,0,0,0,0,0,0
2005,3,20,7,1917,1918,2004,2013,MQ,3512,N652RS,47,55,33,-9,-1,OKC,DFW,175,3,11,0,,0,0,0,0,0,0
2008,8,16,6,1909,1910,1958,2005,AA,623,N484AA,49,55,29,-7,-1,DFW,OKC,175,6,14,0,,0,0,0,0,0,0
1990,2,22,4,932,904,1017,959,US,740,,45,55,0,18,28,CLT,TYS,177,0,0,0,,0,0,0,0,0,0
1990,5,15,2,1026,944,1201,1039,UA,322,,95,55,0,82,42,ORD,IND,177,0,0,0,,0,0,0,0,0,0
1993,12,1,3,2038,2040,2123,2132,AA,2055,,45,52,0,-9,-2,BNA,BHM,177,0,0,0,,0,0,0,0,0,0
1995,12,2,6,1420,1420,1457,1505,WN,603,N354,37,45,28,-8,0,BNA,BHM,177,2,7,0,,0,0,0,0,0,0
1996,4,19,5,1110,1105,1158,1154,US,1821,N882US,48,49,34,4,5,CLT,TYS,177,5,9,0,,0,0,0,0,0,0
1999,12,31,5,1704,1705,1856,1901,UA,679,N7258U,52,56,31,-5,-1,ORD,IND,177,5,16,0,,0,0,0,0,0,0
2000,12,26,2,1322,1310,1515,1508,UA,1638,N525UA,53,58,33,7,12,ORD,IND,177,9,11,0,,0,0,0,0,0,0
2001,7,2,1,1820,1814,1911,1922,MQ,4209,-N641M,51,68,32,-11,6,ORD,IND,177,7,12,0,,0,0,0,0,0,0
2002,5,15,3,1858,1819,1946,1921,MQ,4209,N652MQ,48,62,33,25,39,ORD,IND,177,6,9,0,,0,0,0,0,0,0
2003,7,11,5,1455,1455,1819,1555,DH,7640,N681BR,204,60,34,144,0,ORD,IND,177,11,159,0,,0,0,0,0,0,0
2003,10,1,3,757,800,852,900,DH,7636,N626BR,55,60,33,-8,-3,ORD,IND,177,6,16,0,,0,0,0,0,0,0
1989,9,19,2,1953,1950,2042,2041,US,1716,,49,51,0,1,3,FLL,MCO,178,0,0,0,,0,0,0,0,0,0
1991,7,2,2,1244,1245,1336,1338,DL,301,,52,53,0,-2,-1,FLL,MCO,178,0,0,0,,0,0,0,0,0,0
1992,2,6,4,1623,1620,1718,1710,DL,122,,55,50,0,8,3,MCO,FLL,178,0,0,0,,0,0,0,0,0,0
1994,3,23,3,1817,1815,1910,1909,TW,245,,53,54,0,1,2,FLL,MCO,178,0,0,0,,0,0,0,0,0,0
1997,6,23,1,1823,1755,1914,1845,DL,2534,N313DL,51,50,34,29,28,FLL,MCO,178,5,12,0,,0,0,0,0,0,0
2003,10,2,4,2040,2040,2126,2135,WN,455,N601,46,55,36,-9,0,MCO,FLL,178,3,7,0,,0,0,0,0,0,0
1993,1,12,2,1500,1435,1601,1525,WN,1393,,61,50,0,36,25,RNO,OAK,180,0,0,0,,0,0,0,0,0,0
1998,1,13,2,1935,1935,2024,2025,WN,1429,N302,49,50,37,-1,0,RNO,OAK,180,3,9,0,,0,0,0,0,0,0
1998,11,18,3,1830,1830,1908,1915,WN,770,N365,38,45,30,-7,0,OAK,RNO,180,3,5,0,,0,0,0,0,0,0
1989,2,25,6,1200,1200,1245,1245,WN,340,,45,45,0,0,0,OKC,DAL,181,0,0,0,,0,0,0,0,0,0
1991,7,10,3,1712,1705,1757,1750,WN,40,,45,45,0,7,7,DAL,OKC,181,0,0,0,,0,0,0,0,0,0
1994,7,23,6,1715,1700,1759,1745,WN,232,,44,45,0,14,15,DAL,OKC,181,0,0,0,,0,0,0,0,0,0
2002,9,24,2,651,700,810,810,MQ,3576,N390MQ,79,70,46,0,-9,TXK,DFW,181,21,12,0,,0,0,0,0,0,0
2003,9,2,2,649,655,743,800,DH,6225,N405FJ,54,65,45,-17,-6,BTV,BOS,181,5,4,0,,0,0,0,0,0,0
2005,1,25,2,1710,1529,1751,1623,MQ,3685,N812AE,41,54,27,88,101,DFW,TXK,181,3,11,0,,0,0,0,0,0,0
2006,9,18,1,1913,1915,1958,2000,WN,273,N697SW,45,45,34,-2,-2,DAL,OKC,181,3,8,0,,0,0,0,0,0,0
1987,10,5,1,1037,1040,1115,1120,AS,51,,38,40,0,-5,-3,OME,OTZ,183,0,0,0,,0,0,0,0,0,0
1988,9,19,1,1838,1840,1924,1921,UA,1015,,46,41,0,3,-2,PIT,IAD,183,0,0,0,,0,0,0,0,0,0
1989,6,2,5,2157,2155,2243,2244,US,468,,46,49,0,-1,2,PIT,IAD,183,0,0,0,,0,0,0,0,0,0
1994,7,14,4,1849,1855,1930,1934,AS,50,,41,39,0,-4,-6,OME,OTZ,183,0,0,0,,0,0,0,0,0,0
1994,8,6,6,835,835,914,914,AS,51,,39,39,0,0,0,OME,OTZ,183,0,0,0,,0,0,0,0,0,0
1997,2,24,1,1834,1824,1930,1907,AS,57,N730AS,56,43,47,23,10,OTZ,OME,183,2,7,0,,0,0,0,0,0,0
1997,6,15,7,2049,2049,2131,2127,AS,57,N742AS,42,38,31,4,0,OME,OTZ,183,3,8,0,,0,0,0,0,0,0
1988,7,20,3,1830,1700,1950,1810,PI,387,,80,70,0,100,90,JFK,BWI,184,0,0,0,,0,0,0,0,0,0
1994,12,22,4,1909,1905,1954,1949,DL,1870,,45,44,0,5,4,MEM,HSV,184,0,0,0,,0,0,0,0,0,0
1988,2,21,7,842,835,932,921,US,600,,50,46,0,11,7,PIT,MDT,185,0,0,0,,0,0,0,0,0,0
1988,3,28,1,1143,1100,1236,1200,DL,1496,,53,60,0,36,43,LGA,BOS,185,0,0,0,,0,0,0,0,0,0
1988,8,9,2,827,830,950,935,PA (1),524,,83,65,0,15,-3,LGA,BOS,185,0,0,0,,0,0,0,0,0,0
1989,1,20,5,1504,1500,1616,1559,PI,1640,,72,59,0,17,4,BWI,LGA,185,0,0,0,,0,0,0,0,0,0
1989,5,24,3,800,800,904,904,EA,1001,,64,64,0,0,0,BOS,LGA,185,0,0,0,,0,0,0,0,0,0
1992,5,18,1,1700,1700,1751,1756,US,875,,51,56,0,-5,0,PIT,MDT,185,0,0,0,,0,0,0,0,0,0
1994,7,2,6,1830,1830,1929,1932,DL,1845,,59,62,0,-3,0,BOS,LGA,185,0,0,0,,0,0,0,0,0,0
1996,4,8,1,1431,1430,1521,1518,US,184,N591US,50,48,31,3,1,PIT,MDT,185,3,16,0,,0,0,0,0,0,0
1997,4,22,2,1530,1530,1617,1634,DL,1839,N491DA,47,64,39,-17,0,BOS,LGA,185,1,7,0,,0,0,0,0,0,0
1997,5,3,6,730,730,842,830,DL,1823,N412DA,72,60,57,12,0,BOS,LGA,185,2,13,0,,0,0,0,0,0,0
1998,5,8,5,1729,1730,1951,1836,DL,1842,N481DA,142,66,38,75,-1,LGA,BOS,185,6,98,0,,0,0,0,0,0,0
2000,2,18,5,930,930,1034,1041,DL,1826,N417DA,64,71,30,-7,0,LGA,BOS,185,7,27,0,,0,0,0,0,0,0
2002,12,6,5,1359,1400,1507,1507,US,2630,N104UW,68,67,37,0,-1,LGA,BOS,185,9,22,0,,0,0,0,0,0,0
2003,10,19,7,957,1000,1046,1103,US,2122,N757UW,49,63,35,-17,-3,LGA,BOS,185,5,9,0,,0,0,0,0,0,0
2004,3,17,3,1621,1600,1707,1657,US,1033,N385US,46,57,32,10,21,MDT,PIT,185,4,10,0,,0,0,0,0,0,0
2006,9,20,3,1528,1530,1640,1649,DL,1926,N909DE,72,79,37,-9,-2,LGA,BOS,185,7,28,0,,0,0,0,0,0,0
2007,11,27,2,657,700,804,817,US,2117,N763US,67,77,43,-13,-3,BOS,LGA,185,7,17,0,,0,0,0,0,0,0
2008,10,20,1,751,755,852,905,MQ,4802,N833MQ,61,70,36,-13,-4,LGA,BOS,185,5,20,0,,0,0,0,0,0,0
1989,2,13,1,1400,1303,1438,1343,EA,349,,38,40,0,55,57,GSP,CHS,186,0,0,0,,0,0,0,0,0,0
1992,5,9,6,1636,1635,1723,1719,US,40,,47,44,0,4,1,PIT,BUF,186,0,0,0,,0,0,0,0,0,0
2000,11,24,5,1432,1435,1523,1528,US,722,N532AU,51,53,34,-5,-3,PIT,BUF,186,3,14,0,,0,0,0,0,0,0
1987,10,31,6,1510,1510,1603,1600,TW,430,,53,50,0,3,0,MLI,STL,187,0,0,0,,0,0,0,0,0,0
1990,7,27,5,1918,1830,2018,2002,PA (1),582,,60,92,0,16,48,JFK,BOS,187,0,0,0,,0,0,0,0,0,0
1992,1,8,3,1840,1835,1920,1920,WN,56,,40,45,0,0,5,CRP,HOU,187,0,0,0,,0,0,0,0,0,0
1993,10,7,4,1239,1240,1320,1320,DL,1248,,41,40,0,0,-1,ALB,PWM,187,0,0,0,,0,0,0,0,0,0
1995,11,11,6,605,600,704,654,TW,263,N993Z,59,54,40,10,5,MLI,STL,187,6,13,0,,0,0,0,0,0,0
1998,5,13,3,2009,2015,2115,2124,UA,987,N948UA,66,69,52,-9,-6,BOS,JFK,187,5,9,0,,0,0,0,0,0,0
1998,10,11,7,1507,1500,1617,1610,DL,1865,N647DL,70,70,41,7,7,BOS,JFK,187,11,18,0,,0,0,0,0,0,0
2002,9,21,6,1009,1015,1108,1120,MQ,4781,N724MQ,59,65,39,-12,-6,JFK,BOS,187,3,17,0,,0,0,0,0,0,0
2004,2,2,1,2100,2110,2156,2221,DH,6242,N421FJ,56,71,39,-25,-10,BOS,JFK,187,6,10,0,,0,0,0,0,0,0
2005,9,12,1,1710,1710,1752,1800,WN,50,N507,42,50,33,-8,0,CRP,HOU,187,3,6,0,,0,0,0,0,0,0
2006,12,7,4,744,745,832,835,WN,201,N512,48,50,36,-3,-1,HOU,CRP,187,4,8,0,,0,0,0,0,0,0
2007,8,11,6,2229,2240,2326,2350,MQ,4609,N720AE,57,70,38,-24,-11,JFK,BOS,187,3,16,0,,0,0,0,0,0,0
2008,10,2,4,1720,1720,1841,1855,OH,6345,N693CA,81,95,46,-14,0,BOS,JFK,187,6,29,0,,0,0,0,0,0,0
1989,5,27,6,1858,1900,1945,1956,AA,276,,47,56,0,-11,-2,SJC,RNO,188,0,0,0,,0,0,0,0,0,0
1995,11,18,6,1658,1650,1752,1745,WN,565,N359,54,55,43,7,8,RNO,SJC,188,2,9,0,,0,0,0,0,0,0
1996,8,7,3,1500,1450,1545,1545,WN,1466,N385,45,55,38,0,10,RNO,SJC,188,2,5,0,,0,0,0,0,0,0
2003,1,14,2,1020,945,1106,1035,OO,3746,N427SW,46,50,31,31,35,IDA,SLC,188,5,10,0,,0,0,0,0,0,0
2004,1,18,7,1137,1115,1238,1221,OO,4108,N187SW,61,66,141,17,22,SLC,IDA,188,3,16,0,,0,0,0,0,0,0
2004,7,19,1,1315,1315,1400,1410,WN,894,N686SW,45,55,30,-10,0,SJC,RNO,188,5,10,0,,0,0,0,0,0,0
2004,7,28,3,715,715,806,815,WN,1424,N605SW,51,60,38,-9,0,SJC,RNO,188,3,10,0,,0,0,0,0,0,0
2006,5,30,2,1125,1130,1217,1225,WN,229,N648SW,52,55,40,-8,-5,SJC,RNO,188,2,10,0,,0,0,0,0,0,0
1987,10,15,4,1745,1745,1830,1840,NW,1187,,45,55,0,-10,0,JAN,MEM,189,0,0,0,,0,0,0,0,0,0
1988,6,24,5,2012,2005,2054,2055,WN,241,,42,50,0,-1,7,DAL,AUS,189,0,0,0,,0,0,0,0,0,0
1988,11,24,4,1313,1315,1354,1400,UA,416,,41,45,0,-6,-2,JAN,MEM,189,0,0,0,,0,0,0,0,0,0
1989,6,18,7,1326,1320,1407,1405,WN,231,,41,45,0,2,6,DAL,AUS,189,0,0,0,,0,0,0,0,0,0
1990,5,11,5,724,725,823,821,NW,278,,59,56,0,2,-1,JAN,MEM,189,0,0,0,,0,0,0,0,0,0
1990,8,26,7,1220,1220,1300,1305,WN,229,,40,45,0,-5,0,DAL,AUS,189,0,0,0,,0,0,0,0,0,0
1992,2,17,1,1855,1855,1936,1945,WN,238,,41,50,0,-9,0,AUS,DAL,189,0,0,0,,0,0,0,0,0,0
1993,1,23,6,810,810,857,900,WN,222,,47,50,0,-3,0,AUS,DAL,189,0,0,0,,0,0,0,0,0,0
1995,1,16,1,1530,1525,1616,1615,WN,233,N671,46,50,32,1,5,DAL,AUS,189,2,12,0,,0,0,0,0,0,0
1995,7,19,3,2100,2100,2144,2145,WN,226,N372,44,45,35,-1,0,AUS,DAL,189,2,7,0,,0,0,0,0,0,0
1998,12,14,1,850,850,932,935,WN,225,N364,42,45,33,-3,0,DAL,AUS,189,2,7,0,,0,0,0,0,0,0
1999,8,24,2,738,715,854,802,AA,2505,N2BJAA,76,47,34,52,23,DAL,AUS,189,6,36,0,,0,0,0,0,0,0
2003,11,20,4,1915,1915,2004,2005,WN,213,N82,49,50,36,-1,0,DAL,AUS,189,4,9,0,,0,0,0,0,0,0
2004,11,28,7,2055,2055,2139,2145,WN,100,N95SW,44,50,36,-6,0,AUS,DAL,189,3,5,0,,0,0,0,0,0,0
2005,1,28,5,1928,1930,2019,2025,NW,951,N8923E,51,55,39,-6,-2,MEM,JAN,189,5,7,0,,0,0,0,0,0,0
2005,10,12,3,1900,1900,1945,1955,WN,186,N511,45,55,37,-10,0,AUS,DAL,189,1,7,0,,0,0,0,0,0,0
2008,4,23,3,1120,1125,1213,1220,MQ,3488,N632AE,53,55,41,-7,-5,AUS,DAL,189,3,9,0,,0,0,0,0,0,0
